date,store_id,store_name,region,product_category,product_name,units_sold,unit_price,revenue,starting_inventory,inventory_level,customer_visits,transactions,promotion_flag,conversion_rate,sell_through_rate,low_stock_flag,month
2025-03-09,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,15,129,1935,46,31,241,9,False,0.03734439834024896,0.32608695652173914,False,2025-03
2025-03-09,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,14,69,966,143,129,241,7,False,0.029045643153526972,0.0979020979020979,False,2025-03
2025-03-09,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,15,79,1185,130,115,241,11,False,0.04564315352697095,0.11538461538461539,False,2025-03
2025-03-09,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,19,34,646,67,48,241,15,False,0.06224066390041494,0.2835820895522388,False,2025-03
2025-03-09,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,20,44,880,146,126,241,9,False,0.03734439834024896,0.136986301369863,False,2025-03
2025-03-09,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,29,29,841,80,51,241,21,True,0.08713692946058091,0.3625,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,10,329,3290,119,109,477,7,False,0.014675052410901468,0.08403361344537816,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,9,399,3591,110,101,477,5,False,0.010482180293501049,0.08181818181818182,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,14,189,2646,157,143,477,6,True,0.012578616352201259,0.08917197452229299,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,15,89,1335,118,103,477,9,False,0.018867924528301886,0.1271186440677966,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,14,119,1666,78,64,477,11,False,0.023060796645702306,0.1794871794871795,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,16,99,1584,92,76,477,10,False,0.020964360587002098,0.17391304347826086,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,10,149,1490,70,60,477,6,False,0.012578616352201259,0.14285714285714285,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,14,159,2226,77,63,477,7,False,0.014675052410901468,0.18181818181818182,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,25,129,3225,35,10,477,12,False,0.025157232704402517,0.7142857142857143,True,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,21,69,1449,58,37,477,9,False,0.018867924528301886,0.3620689655172414,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,20,79,1580,155,135,477,14,True,0.029350104821802937,0.12903225806451613,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,18,34,612,153,135,477,10,False,0.020964360587002098,0.11764705882352941,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,18,44,792,174,156,477,9,False,0.018867924528301886,0.10344827586206896,False,2025-03
2025-03-10,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,21,29,609,117,96,477,11,False,0.023060796645702306,0.1794871794871795,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,9,329,2961,78,69,245,4,False,0.0163265306122449,0.11538461538461539,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,8,399,3192,115,107,245,6,False,0.024489795918367346,0.06956521739130435,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,13,189,2457,160,147,245,8,True,0.0326530612244898,0.08125,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,14,89,1246,121,107,245,6,True,0.024489795918367346,0.11570247933884298,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,15,119,1785,127,112,245,10,False,0.04081632653061224,0.11811023622047244,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,22,99,2178,113,91,245,15,True,0.061224489795918366,0.19469026548672566,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,12,149,1788,89,77,245,7,False,0.02857142857142857,0.1348314606741573,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,20,159,3180,170,150,245,10,True,0.04081632653061224,0.11764705882352941,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,18,129,2322,153,135,245,14,False,0.05714285714285714,0.11764705882352941,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,20,69,1380,152,132,245,14,False,0.05714285714285714,0.13157894736842105,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,16,79,1264,87,71,245,13,False,0.053061224489795916,0.1839080459770115,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,22,34,748,42,20,245,16,False,0.0653061224489796,0.5238095238095238,True,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,19,44,836,56,37,245,8,True,0.0326530612244898,0.3392857142857143,False,2025-03
2025-03-10,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,18,29,522,168,150,245,8,True,0.0326530612244898,0.10714285714285714,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,6,329,1974,156,150,259,3,False,0.011583011583011582,0.038461538461538464,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,9,399,3591,177,168,259,7,False,0.02702702702702703,0.05084745762711865,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,11,189,2079,156,145,259,8,False,0.03088803088803089,0.07051282051282051,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,17,89,1513,82,65,259,11,False,0.04247104247104247,0.2073170731707317,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,14,119,1666,148,134,259,7,True,0.02702702702702703,0.0945945945945946,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,23,99,2277,89,66,259,10,False,0.03861003861003861,0.25842696629213485,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,14,149,2086,166,152,259,12,False,0.04633204633204633,0.08433734939759036,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,22,159,3498,126,104,259,13,False,0.05019305019305019,0.1746031746031746,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,19,129,2451,132,113,259,11,False,0.04247104247104247,0.14393939393939395,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,17,69,1173,131,114,259,7,False,0.02702702702702703,0.1297709923664122,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,12,79,948,51,39,259,5,False,0.019305019305019305,0.23529411764705882,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,28,34,952,69,41,259,15,False,0.05791505791505792,0.4057971014492754,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,26,44,1144,145,119,259,18,False,0.0694980694980695,0.1793103448275862,False,2025-03
2025-03-10,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,13,29,377,42,29,259,6,False,0.023166023166023165,0.30952380952380953,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,9,329,2961,122,113,187,5,True,0.026737967914438502,0.07377049180327869,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,6,399,2394,94,88,187,2,False,0.0106951871657754,0.06382978723404255,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,7,189,1323,59,52,187,3,False,0.016042780748663103,0.11864406779661017,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,12,89,1068,168,156,187,8,False,0.0427807486631016,0.07142857142857142,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,12,119,1428,134,122,187,8,False,0.0427807486631016,0.08955223880597014,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,18,99,1782,111,93,187,9,False,0.0481283422459893,0.16216216216216217,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,14,149,2086,152,138,187,7,False,0.0374331550802139,0.09210526315789473,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,14,159,2226,129,115,187,6,False,0.03208556149732621,0.10852713178294573,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,15,129,1935,124,109,187,7,False,0.0374331550802139,0.12096774193548387,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,18,69,1242,63,45,187,8,True,0.0427807486631016,0.2857142857142857,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,10,79,790,147,137,187,5,True,0.026737967914438502,0.06802721088435375,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,18,34,612,53,35,187,8,False,0.0427807486631016,0.33962264150943394,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,16,44,704,150,134,187,7,False,0.0374331550802139,0.10666666666666667,False,2025-03
2025-03-10,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,19,29,551,170,151,187,13,False,0.06951871657754011,0.11176470588235295,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,10,329,3290,103,93,259,4,False,0.015444015444015444,0.0970873786407767,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,7,399,2793,75,68,259,4,False,0.015444015444015444,0.09333333333333334,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,10,189,1890,56,46,259,7,False,0.02702702702702703,0.17857142857142858,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,10,89,890,170,160,259,5,False,0.019305019305019305,0.058823529411764705,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,16,119,1904,64,48,259,7,False,0.02702702702702703,0.25,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,18,99,1782,160,142,259,8,False,0.03088803088803089,0.1125,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,21,149,3129,121,100,259,11,True,0.04247104247104247,0.17355371900826447,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,10,159,1590,77,67,259,4,False,0.015444015444015444,0.12987012987012986,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,21,129,2709,129,108,259,14,False,0.05405405405405406,0.16279069767441862,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,15,69,1035,143,128,259,8,False,0.03088803088803089,0.1048951048951049,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,15,79,1185,57,42,259,8,False,0.03088803088803089,0.2631578947368421,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,24,34,816,172,148,259,11,False,0.04247104247104247,0.13953488372093023,False,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,18,44,792,38,20,259,8,False,0.03088803088803089,0.47368421052631576,True,2025-03
2025-03-10,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,14,29,406,136,122,259,12,False,0.04633204633204633,0.10294117647058823,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,12,329,3948,55,43,444,10,True,0.02252252252252252,0.21818181818181817,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,8,399,3192,156,148,444,5,False,0.01126126126126126,0.05128205128205128,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,10,189,1890,66,56,444,7,False,0.015765765765765764,0.15151515151515152,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,18,89,1602,170,152,444,12,False,0.02702702702702703,0.10588235294117647,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,11,119,1309,163,152,444,5,False,0.01126126126126126,0.06748466257668712,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,22,99,2178,69,47,444,15,True,0.033783783783783786,0.3188405797101449,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,12,149,1788,52,40,444,5,False,0.01126126126126126,0.23076923076923078,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,22,159,3498,170,148,444,12,False,0.02702702702702703,0.12941176470588237,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,21,129,2709,147,126,444,17,False,0.038288288288288286,0.14285714285714285,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,19,69,1311,137,118,444,10,False,0.02252252252252252,0.1386861313868613,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,11,79,869,50,39,444,5,False,0.01126126126126126,0.22,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,24,34,816,145,121,444,19,False,0.04279279279279279,0.16551724137931034,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,18,44,792,98,80,444,14,False,0.03153153153153153,0.1836734693877551,False,2025-03
2025-03-11,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,18,29,522,131,113,444,12,False,0.02702702702702703,0.13740458015267176,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,7,329,2303,64,57,334,5,False,0.014970059880239521,0.109375,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,7,399,2793,45,38,334,3,False,0.008982035928143712,0.15555555555555556,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,14,189,2646,155,141,334,8,False,0.023952095808383235,0.09032258064516129,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,20,89,1780,174,154,334,11,False,0.03293413173652695,0.11494252873563218,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,15,119,1785,139,124,334,13,False,0.038922155688622756,0.1079136690647482,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,15,99,1485,168,153,334,12,False,0.03592814371257485,0.08928571428571429,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,11,149,1639,140,129,334,9,False,0.02694610778443114,0.07857142857142857,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,18,159,2862,153,135,334,7,False,0.020958083832335328,0.11764705882352941,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,27,129,3483,120,93,334,15,False,0.04491017964071856,0.225,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,22,69,1518,139,117,334,10,False,0.029940119760479042,0.15827338129496402,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,15,79,1185,66,51,334,13,True,0.038922155688622756,0.22727272727272727,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,22,34,748,69,47,334,13,False,0.038922155688622756,0.3188405797101449,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,16,44,704,159,143,334,9,False,0.02694610778443114,0.10062893081761007,False,2025-03
2025-03-11,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,24,29,696,165,141,334,11,False,0.03293413173652695,0.14545454545454545,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,10,329,3290,151,141,284,8,False,0.028169014084507043,0.06622516556291391,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,6,399,2394,116,110,284,2,False,0.007042253521126761,0.05172413793103448,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,12,189,2268,46,34,284,7,False,0.02464788732394366,0.2608695652173913,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,19,89,1691,35,16,284,10,False,0.035211267605633804,0.5428571428571428,True,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,19,119,2261,106,87,284,8,True,0.028169014084507043,0.1792452830188679,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,22,99,2178,116,94,284,10,False,0.035211267605633804,0.1896551724137931,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,18,149,2682,95,77,284,8,False,0.028169014084507043,0.18947368421052632,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,18,159,2862,151,133,284,14,False,0.04929577464788732,0.11920529801324503,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,21,129,2709,85,64,284,18,False,0.06338028169014084,0.24705882352941178,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,22,69,1518,178,156,284,9,False,0.03169014084507042,0.12359550561797752,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,16,79,1264,104,88,284,7,False,0.02464788732394366,0.15384615384615385,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,15,34,510,113,98,284,6,False,0.02112676056338028,0.13274336283185842,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,24,44,1056,51,27,284,14,False,0.04929577464788732,0.47058823529411764,False,2025-03
2025-03-11,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,19,29,551,126,107,284,8,False,0.028169014084507043,0.15079365079365079,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,5,329,1645,107,102,212,2,False,0.009433962264150943,0.04672897196261682,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,7,399,2793,59,52,212,5,False,0.02358490566037736,0.11864406779661017,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,7,189,1323,63,56,212,3,True,0.014150943396226415,0.1111111111111111,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,13,89,1157,142,129,212,5,False,0.02358490566037736,0.09154929577464789,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,8,119,952,69,61,212,5,False,0.02358490566037736,0.11594202898550725,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,20,99,1980,102,82,212,16,False,0.07547169811320754,0.19607843137254902,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,14,149,2086,94,80,212,6,False,0.02830188679245283,0.14893617021276595,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,16,159,2544,126,110,212,9,False,0.04245283018867924,0.12698412698412698,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,18,129,2322,106,88,212,15,True,0.07075471698113207,0.16981132075471697,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,20,69,1380,104,84,212,16,True,0.07547169811320754,0.19230769230769232,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,9,79,711,96,87,212,4,False,0.018867924528301886,0.09375,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,12,34,408,158,146,212,6,False,0.02830188679245283,0.0759493670886076,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,21,44,924,71,50,212,16,False,0.07547169811320754,0.29577464788732394,False,2025-03
2025-03-11,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,20,29,580,42,22,212,11,False,0.05188679245283019,0.47619047619047616,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,6,329,1974,134,128,386,2,False,0.0051813471502590676,0.04477611940298507,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,7,399,2793,87,80,386,5,False,0.012953367875647668,0.08045977011494253,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,14,189,2646,111,97,386,6,False,0.015544041450777202,0.12612612612612611,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,10,89,890,89,79,386,7,False,0.018134715025906734,0.11235955056179775,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,17,119,2023,48,31,386,14,True,0.03626943005181347,0.3541666666666667,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,17,99,1683,60,43,386,8,False,0.02072538860103627,0.2833333333333333,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,12,149,1788,73,61,386,6,False,0.015544041450777202,0.1643835616438356,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,17,159,2703,49,32,386,7,False,0.018134715025906734,0.3469387755102041,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,17,129,2193,120,103,386,8,True,0.02072538860103627,0.14166666666666666,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,21,69,1449,141,120,386,10,False,0.025906735751295335,0.14893617021276595,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,14,79,1106,139,125,386,6,True,0.015544041450777202,0.10071942446043165,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,13,34,442,154,141,386,7,False,0.018134715025906734,0.08441558441558442,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,13,44,572,161,148,386,9,False,0.023316062176165803,0.08074534161490683,False,2025-03
2025-03-11,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,21,29,609,38,17,386,18,False,0.046632124352331605,0.5526315789473685,True,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,9,329,2961,83,74,357,4,False,0.011204481792717087,0.10843373493975904,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,10,399,3990,76,66,357,8,True,0.022408963585434174,0.13157894736842105,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,14,189,2646,179,165,357,12,False,0.03361344537815126,0.0782122905027933,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,22,89,1958,134,112,357,12,False,0.03361344537815126,0.16417910447761194,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,10,119,1190,99,89,357,6,False,0.01680672268907563,0.10101010101010101,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,24,99,2376,139,115,357,11,False,0.03081232492997199,0.17266187050359713,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,11,149,1639,77,66,357,6,False,0.01680672268907563,0.14285714285714285,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,12,159,1908,36,24,357,7,False,0.0196078431372549,0.3333333333333333,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,21,129,2709,72,51,357,10,False,0.028011204481792718,0.2916666666666667,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,16,69,1104,68,52,357,12,False,0.03361344537815126,0.23529411764705882,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,19,79,1501,38,19,357,14,True,0.0392156862745098,0.5,True,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,30,34,1020,104,74,357,14,False,0.0392156862745098,0.28846153846153844,False,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,31,44,1364,39,8,357,17,True,0.047619047619047616,0.7948717948717948,True,2025-03
2025-03-12,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,25,29,725,156,131,357,11,False,0.03081232492997199,0.16025641025641027,False,2025-03
2025-03-12,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,7,329,2303,81,74,303,4,False,0.013201320132013201,0.08641975308641975,False,2025-03
2025-03-12,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,6,399,2394,92,86,303,2,False,0.006600660066006601,0.06521739130434782,False,2025-03
2025-03-12,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,7,189,1323,154,147,303,3,False,0.009900990099009901,0.045454545454545456,False,2025-03
2025-03-12,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,17,89,1513,69,52,303,11,False,0.036303630363036306,0.2463768115942029,False,2025-03
